image_path,Dry_Green_g,Dry_Dead_g,Dry_Clover_g,GDM_g,Dry_Total_g,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,State_idx,Species_idx,day_of_year,day_sin,day_cos,group,biomass_bin,fold
train/ID1291116815.jpg,19.84,3.72,1.24,21.08,24.8,2015-07-02,Vic,Ryegrass_Clover,0.76,3.0,3,0,183,-0.00645086419810515,-0.9999791929590823,Vic_2015-07-02,2,2
train/ID1294770420.jpg,14.6004,36.1534,17.3814,31.9818,68.1352,2015-11-09,Tas,Ryegrass_Clover,0.59,3.3333,0,0,313,-0.7825970017677834,0.6225286602431057,Tas_2015-11-09,8,3
train/ID1314135397.jpg,28.0322,16.6678,0.0,28.0322,44.7,2015-01-15,NSW,Fescue_CrumbWeed,0.75,6.0,1,7,15,0.2551824131233728,0.9668929289391521,NSW_2015-01-15,5,1
train/ID13162390.jpg,20.0667,2.8667,2.8667,22.9333,25.8,2015-08-14,Vic,Ryegrass_Clover,0.74,3.0,3,0,226,-0.6788204829862355,-0.734304263829602,Vic_2015-08-14,2,3
train/ID1337107565.jpg,0.0,0.0,10.04,10.04,10.04,2015-08-21,WA,Clover,0.39,1.0,2,6,233,-0.7621140503891487,-0.6474427960827475,WA_2015-08-21,0,1
train/ID1343327476.jpg,37.7143,3.1429,3.1429,40.8571,44.0,2015-08-14,Vic,Phalaris_Clover,0.71,5.0,3,4,226,-0.6788204829862355,-0.734304263829602,Vic_2015-08-14,5,3
train/ID1345375788.jpg,8.7127,7.7226,2.3762,11.0889,18.8115,2015-06-26,Tas,Ryegrass_Clover,0.6,3.0,0,0,177,0.0966127018812031,-0.9953220513156602,Tas_2015-06-26,1,1
train/ID135365668.jpg,17.3333,1.8667,2.4,19.7333,21.6,2015-06-26,Vic,Phalaris_Ryegrass_Clover,0.74,3.0,3,8,177,0.0966127018812031,-0.9953220513156602,Vic_2015-06-26,1,4
train/ID1354190372.jpg,10.6039,6.5255,11.2565,21.8604,28.3859,2015-11-10,Tas,Ryegrass_Clover,0.67,3.0,0,0,314,-0.7717727365467837,0.6358984534680745,Tas_2015-11-10,2,4
train/ID1357758282.jpg,107.3,4.8,0.0,107.3,112.1,2015-01-15,NSW,Lucerne,0.77,62.0,1,1,15,0.2551824131233728,0.9668929289391521,NSW_2015-01-15,9,1
train/ID1357768767.jpg,104.1503,5.4497,0.0,104.1503,109.6,2015-02-25,NSW,Fescue,0.68,15.0,1,11,56,0.8211001178128892,0.5707841943569036,NSW_2015-02-25,9,4
train/ID1370004842.jpg,55.8014,21.9986,0.0,55.8014,77.8,2015-10-06,NSW,Fescue,0.55,9.6667,1,11,279,-0.9962102997023297,0.0869772313136861,NSW_2015-10-06,8,1
train/ID1374789439.jpg,21.6889,1.3556,1.3556,23.0444,24.4,2015-07-01,Vic,Phalaris_Clover,0.74,4.0,3,4,182,0.01075130776352193,-0.9999422030204416,Vic_2015-07-01,2,0
train/ID1385921939.jpg,43.6757,6.8243,0.0,43.6757,50.5,2015-05-07,NSW,Lucerne,0.79,32.0,1,1,127,0.8174009818249189,-0.5760691233798758,NSW_2015-05-07,6,0
train/ID1386202352.jpg,35.0834,12.1549,0.0,35.0834,47.2383,2015-05-19,Tas,Ryegrass_Clover,0.86,5.0,0,0,139,0.6819721490904629,-0.7313781428679254,Tas_2015-05-19,6,3
train/ID1395011773.jpg,13.8438,11.9667,10.0895,23.9333,35.9,2015-10-13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.52,3.2,3,12,286,-0.9785481345802031,0.20601832032517084,Vic_2015-10-13,4,1
train/ID1403078396.jpg,1.5,8.3,5.3,6.8,15.1,2015-09-04,Tas,Clover,0.42,2.3333,0,6,247,-0.8945422369764496,-0.4469834295196741,Tas_2015-09-04,0,3
train/ID1403107574.jpg,0.0,0.0,22.69,22.69,22.69,2015-08-21,WA,Clover,0.54,1.0,2,6,233,-0.7621140503891487,-0.6474427960827475,WA_2015-08-21,2,1
train/ID1411613934.jpg,16.8777,17.8286,6.8937,23.7714,41.6,2015-10-13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.49,3.3,3,12,286,-0.9785481345802031,0.20601832032517084,Vic_2015-10-13,5,1
train/ID141370843.jpg,19.6636,5.6182,5.6182,25.2818,30.9,2015-08-14,Vic,Ryegrass_Clover,0.72,4.0,3,0,226,-0.6788204829862355,-0.734304263829602,Vic_2015-08-14,3,3
train/ID1413758094.jpg,17.5601,46.0532,0.8746,18.4347,64.4879,2015-09-04,Tas,Ryegrass_Clover,0.54,5.0,0,0,247,-0.8945422369764496,-0.4469834295196741,Tas_2015-09-04,8,3
train/ID1414371018.jpg,12.3801,6.1901,14.7281,27.1082,33.2982,2015-11-10,Tas,Ryegrass_Clover,0.72,3.1667,0,0,314,-0.7717727365467837,0.6358984534680745,Tas_2015-11-10,3,4
train/ID1415329644.jpg,63.3,0.0,0.0,63.3,63.3,2015-04-01,NSW,Lucerne,0.83,38.0,1,1,91,0.9999855506507186,0.005375731557583884,NSW_2015-04-01,8,4
train/ID1421714468.jpg,26.6001,36.581,0.0,26.6,63.1811,2015-09-04,Tas,Ryegrass_Clover,0.85,4.5,0,0,247,-0.8945422369764496,-0.4469834295196741,Tas_2015-09-04,8,3
train/ID142751858.jpg,33.2077,2.417,15.3953,48.603,51.02,2015-09-29,Vic,Ryegrass_Clover,0.81,5.0,3,0,272,-0.9994446170919858,-0.033323525711631344,Vic_2015-09-29,6,1
train/ID1428837636.jpg,3.8871,19.1366,10.1663,14.0535,33.1901,2015-06-29,Tas,WhiteClover,0.7,3.0,0,10,180,0.04514101777397193,-0.9989806246941579,Tas_2015-06-29,3,0
train/ID1437386574.jpg,44.1677,3.7122,5.0001,49.1678,52.88,2015-09-30,Vic,Phalaris_Clover,0.75,6.0,3,4,273,-0.9998699583618592,-0.016126573270657762,Vic_2015-09-30,6,3
train/ID1444674500.jpg,3.5,0.0,11.64,15.14,15.14,2015-07-08,WA,Clover,0.43,1.0,2,6,189,-0.10944576864891556,-0.993992768446958,WA_2015-07-08,0,4
train/ID1450399782.jpg,38.202,19.082,0.1901,38.3921,57.4741,2015-09-11,Tas,Ryegrass,0.86,5.8333,0,3,254,-0.9417589340994617,-0.33628873017668287,Tas_2015-09-11,7,2
train/ID1451025862.jpg,6.9,4.3,5.3,12.2,16.5,2015-11-10,Tas,Ryegrass_Clover,0.53,2.8333,0,0,314,-0.7717727365467837,0.6358984534680745,Tas_2015-11-10,0,4
train/ID1456861072.jpg,1.0,6.0,0.4,1.4,7.4,2015-06-26,Tas,Ryegrass_Clover,0.37,1.0,0,0,177,0.0966127018812031,-0.9953220513156602,Tas_2015-06-26,0,1
train/ID1457700382.jpg,24.8,0.0,0.0,24.8,24.8,2015-04-01,NSW,Lucerne,0.7,30.0,1,1,91,0.9999855506507186,0.005375731557583884,NSW_2015-04-01,2,4
train/ID1458758610.jpg,52.4745,50.2255,0.0,52.4745,102.7,2015-10-06,NSW,Fescue,0.49,9.3333,1,11,279,-0.9962102997023297,0.0869772313136861,NSW_2015-10-06,9,1
train/ID1463690813.jpg,58.2,0.0,0.0,58.2,58.2,2015-04-01,NSW,Lucerne,0.84,35.0,1,1,91,0.9999855506507186,0.005375731557583884,NSW_2015-04-01,7,4
train/ID146920896.jpg,6.6,0.4,0.5,7.1,7.5,2015-05-19,Tas,Ryegrass_Clover,0.36,2.0,0,0,139,0.6819721490904629,-0.7313781428679254,Tas_2015-05-19,0,3
train/ID1471216911.jpg,28.8667,11.4857,67.8977,96.7643,108.25,2015-09-30,Vic,Phalaris_Clover,0.85,16.0,3,4,273,-0.9998699583618592,-0.016126573270657762,Vic_2015-09-30,9,3
train/ID1472525822.jpg,30.3109,16.4891,0.0,30.3109,46.8,2015-01-15,NSW,Fescue_CrumbWeed,0.7,7.0,1,7,15,0.2551824131233728,0.9668929289391521,NSW_2015-01-15,6,1
train/ID1473228876.jpg,28.0865,10.0135,0.0,28.0865,38.1,2015-01-15,NSW,Fescue_CrumbWeed,0.72,8.0,1,7,15,0.2551824131233728,0.9668929289391521,NSW_2015-01-15,4,1
train/ID1474775613.jpg,44.3447,5.3604,0.0,44.3447,49.7051,2015-05-18,Tas,Ryegrass,0.86,10.0,0,3,138,0.6944521021088763,-0.719538934232584,Tas_2015-05-18,6,2
train/ID147528735.jpg,53.5,3.0,0.0,53.5,56.5,2015-01-15,NSW,Lucerne,0.74,52.0,1,1,15,0.2551824131233728,0.9668929289391521,NSW_2015-01-15,7,1
train/ID1476045099.jpg,20.3333,3.3889,6.7778,27.1111,30.5,2015-08-14,Vic,Ryegrass_Clover,0.77,4.0,3,0,226,-0.6788204829862355,-0.734304263829602,Vic_2015-08-14,3,3
train/ID1477176296.jpg,20.1385,1.8308,1.8308,21.9692,23.8,2015-08-14,Vic,Ryegrass_Clover,0.77,4.0,3,0,226,-0.6788204829862355,-0.734304263829602,Vic_2015-08-14,2,3
train/ID1488408526.jpg,28.5031,9.8969,0.0,28.5031,38.4,2015-02-25,NSW,Fescue,0.48,6.0,1,11,56,0.8211001178128892,0.5707841943569036,NSW_2015-02-25,4,4
train/ID1496750796.jpg,12.4091,5.3182,1.7727,14.1818,19.5,2015-08-14,Vic,Ryegrass_Clover,0.68,2.0,3,0,226,-0.6788204829862355,-0.734304263829602,Vic_2015-08-14,1,3
train/ID1498398599.jpg,1.2834,5.6471,11.0375,12.321,17.9681,2015-09-04,Tas,Clover,0.36,2.1667,0,6,247,-0.8945422369764496,-0.4469834295196741,Tas_2015-09-04,1,3
train/ID1509266870.jpg,27.75,2.775,2.775,30.525,33.3,2015-08-14,Vic,Ryegrass_Clover,0.77,4.0,3,0,226,-0.6788204829862355,-0.734304263829602,Vic_2015-08-14,3,3
train/ID1510574031.jpg,19.4992,14.4672,7.2336,26.7328,41.2,2015-10-14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.51,5.1667,3,13,287,-0.9748595108374125,0.22282040779479959,Vic_2015-10-14,5,0
train/ID1512751450.jpg,19.656,9.6678,0.3786,20.0346,29.7024,2015-09-11,Tas,Ryegrass,0.77,3.8333,0,3,254,-0.9417589340994617,-0.33628873017668287,Tas_2015-09-11,3,2
train/ID1513184765.jpg,6.1574,5.0118,0.0,6.1574,11.1692,2015-06-26,Tas,Ryegrass_Clover,0.41,1.0,0,0,177,0.0966127018812031,-0.9953220513156602,Tas_2015-06-26,0,1
train/ID1515990019.jpg,11.9,1.3,0.0,11.9,13.2,2015-09-03,Tas,Ryegrass_Clover,0.41,2.1667,0,0,246,-0.886721063082993,-0.46230483047981086,Tas_2015-09-03,0,2
train/ID1516374298.jpg,1.7,0.0,9.0,10.7,10.7,2015-07-08,WA,Clover,0.3,1.0,2,6,189,-0.10944576864891556,-0.993992768446958,WA_2015-07-08,0,4
train/ID152157478.jpg,64.3724,7.9034,35.1643,99.5366,107.44,2015-09-29,Vic,Ryegrass_Clover,0.84,17.0,3,0,272,-0.9994446170919858,-0.033323525711631344,Vic_2015-09-29,9,1
train/ID1525817840.jpg,20.0667,32.3656,7.7677,27.8344,60.2,2015-08-18,Vic,Phalaris_Clover,0.72,3.8,3,4,230,-0.7277014757264236,-0.6858939875998223,Vic_2015-08-18,7,2
train/ID1540480250.jpg,116.7515,3.6485,0.0,116.7515,120.4,2015-02-24,NSW,Phalaris,0.58,20.0,1,9,55,0.8111602420785621,0.5848239578463322,NSW_2015-02-24,9,0
train/ID1545077474.jpg,8.8,19.2,0.0,8.8,28.0,2015-11-09,Tas,Ryegrass_Clover,0.4,3.5,0,0,313,-0.7825970017677834,0.6225286602431057,Tas_2015-11-09,2,3
train/ID1547945326.jpg,10.7156,4.2493,6.2816,16.9972,21.2465,2015-09-03,Tas,Ryegrass_Clover,0.74,2.1667,0,0,246,-0.886721063082993,-0.46230483047981086,Tas_2015-09-03,1,2
train/ID1559189397.jpg,22.4195,1.0805,0.0,22.4195,23.5,2015-05-07,NSW,Lucerne,0.56,23.0,1,1,127,0.8174009818249189,-0.5760691233798758,NSW_2015-05-07,2,0
train/ID1563418511.jpg,107.1096,4.5904,0.0,107.1096,111.7,2015-02-24,NSW,Phalaris,0.7,34.0,1,9,55,0.8111602420785621,0.5848239578463322,NSW_2015-02-24,9,0
train/ID1570190541.jpg,0.1568,7.8376,16.6157,16.7724,24.61,2015-11-09,Tas,Clover,0.55,2.3333,0,6,313,-0.7825970017677834,0.6225286602431057,Tas_2015-11-09,2,3
train/ID1573329652.jpg,22.2985,19.2015,0.0,22.2985,41.5,2015-01-15,NSW,Fescue_CrumbWeed,0.61,6.0,1,7,15,0.2551824131233728,0.9668929289391521,NSW_2015-01-15,5,1
train/ID1574125908.jpg,43.1621,3.5379,0.0,43.1621,46.7,2015-02-24,NSW,Ryegrass,0.42,7.0,1,3,55,0.8111602420785621,0.5848239578463322,NSW_2015-02-24,6,0
train/ID157479394.jpg,129.3421,4.8579,0.0,129.3421,134.2,2015-02-24,NSW,Phalaris,0.69,37.0,1,9,55,0.8111602420785621,0.5848239578463322,NSW_2015-02-24,9,0
train/ID1579942839.jpg,3.3327,2.6661,14.886,18.2186,20.8848,2015-09-04,Tas,Clover,0.66,2.5,0,6,247,-0.8945422369764496,-0.4469834295196741,Tas_2015-09-04,1,3
train/ID158170916.jpg,69.6107,33.0205,5.3547,74.9654,107.9859,2015-11-10,Tas,Ryegrass_Clover,0.91,8.8333,0,0,314,-0.7717727365467837,0.6358984534680745,Tas_2015-11-10,9,4
train/ID1590632667.jpg,31.2284,24.2887,3.1807,34.4091,58.6978,2015-11-09,Tas,Ryegrass_Clover,0.7,3.8333,0,0,313,-0.7825970017677834,0.6225286602431057,Tas_2015-11-09,7,3
train/ID1618145129.jpg,37.1257,10.3826,0.0,37.1257,47.5083,2015-11-10,Tas,Ryegrass_Clover,0.84,4.1667,0,0,314,-0.7717727365467837,0.6358984534680745,Tas_2015-11-10,6,4
train/ID1618597318.jpg,33.0259,2.239,1.1195,34.1454,36.3845,2015-09-03,Tas,Ryegrass_Clover,0.65,2.1667,0,0,246,-0.886721063082993,-0.46230483047981086,Tas_2015-09-03,4,2
train/ID1620371305.jpg,57.0895,6.4092,17.0913,74.1808,80.59,2015-09-30,Vic,Phalaris_Clover,0.79,10.0,3,4,273,-0.9998699583618592,-0.016126573270657762,Vic_2015-09-30,8,3
train/ID162394992.jpg,47.2541,1.8459,0.0,47.2541,49.1,2015-02-24,NSW,Ryegrass,0.61,9.0,1,3,55,0.8111602420785621,0.5848239578463322,NSW_2015-02-24,6,0
train/ID1623964968.jpg,19.5439,21.4983,10.0977,29.6415,51.1398,2015-11-09,Tas,Ryegrass_Clover,0.44,2.3333,0,0,313,-0.7825970017677834,0.6225286602431057,Tas_2015-11-09,6,3
train/ID1624268863.jpg,22.932,10.168,0.0,22.932,33.1,2015-01-15,NSW,Fescue_CrumbWeed,0.56,4.0,1,7,15,0.2551824131233728,0.9668929289391521,NSW_2015-01-15,3,1
train/ID1634731537.jpg,0.0,6.8619,19.9619,19.9619,26.8238,2015-11-09,Tas,Clover,0.64,3.3333,0,6,313,-0.7825970017677834,0.6225286602431057,Tas_2015-11-09,2,3
train/ID1638922597.jpg,0.2772,21.3479,10.5353,10.8126,32.1605,2015-06-29,Tas,WhiteClover,0.65,3.0,0,10,180,0.04514101777397193,-0.9989806246941579,Tas_2015-06-29,3,0
train/ID1645161155.jpg,19.0515,40.6841,0.0,19.0516,59.7356,2015-09-04,Tas,Ryegrass_Clover,0.7,4.5,0,0,247,-0.8945422369764496,-0.4469834295196741,Tas_2015-09-04,7,3
